CASE_STATUS,RECEIVED_DATE,DECISION_DATE,VISA_CLASS,JOB_TITLE,FULL_TIME_POSITION,EMPLOYER_STATE,WORKSITE_STATE,WAGE_RATE_OF_PAY_FROM,PREVAILING_WAGE,processing_days
Certified,2021-11-01,2021-11-08,H-1B,Software Engineer,Y,CA,TX,128315.0,128315.0,7
Certified,2021-11-01,2021-11-08,H-1B,Applications Consultant 4,Y,IL,GA,122616.0,122616.0,7
Certified,2021-11-01,2021-11-08,H-1B,Materials Planning & Configuration Manager,Y,OR,OR,100000.0,86195.0,7
Certified,2021-11-01,2021-11-08,H-1B,Product Manager 1615.67728,Y,CA,CA,158000.0,130894.0,7
Certified,2021-11-01,2021-11-08,H-1B,EMBEDDED SOFTWARE ENGINEER,Y,MI,MI,75420.0,63877.0,7
Certified,2021-11-01,2021-11-08,H-1B,Senior Manager - R&D Front of Funnel Innovation,Y,NJ,CT,115066.0,115066.0,7
Certified,2021-11-01,2021-11-08,H-1B,Network Operations Engineer,Y,TN,NJ,101754.0,101754.0,7
Certified,2021-11-01,2021-11-08,H-1B,Systems Analyst - III,Y,CA,TX,103126.0,103126.0,7
Certified,2021-11-01,2021-11-08,H-1B,Senior Business Development Engineer,Y,TN,TN,82000.0,78083.0,7
Certified,2021-11-01,2021-11-08,H-1B,Assistant Professor,Y,VA,VA,100000.0,56420.0,7
Certified,2021-11-01,2021-11-08,H-1B,ACCOUNTING MANAGER,Y,CA,CA,143550.0,121472.0,7
Certified,2021-11-01,2021-11-08,H-1B,Director / Sr Quantitative Fin Analyst,Y,NC,NY,250000.0,145454.0,7
Certified,2021-11-01,2021-11-08,H-1B,Sr. Structural Engineer/Project Coordinator ,Y,GA,GA,84000.0,83096.0,7
Certified,2021-11-01,2021-11-08,E-3 Australian,"Project Manager, Associate",Y,CA,CA,110000.0,103834.0,7
Certified,2021-11-01,2021-11-08,H-1B,Vice President / Software Engineer II,Y,NC,NY,157200.0,145454.0,7
Certified,2021-11-01,2021-11-08,H-1B,Senior Business Architect,Y,PA,PA,108950.0,98259.0,7
Certified,2021-11-01,2021-11-08,H-1B,"Senior Manager, Lead Administrator, ETL Platforms",Y,TX,TX,122554.0,122554.0,7
Certified,2021-11-01,2021-11-08,H-1B,Mechanical Engineering Instructor,Y,WA,WA,75000.0,73860.0,7
Certified,2021-11-01,2021-11-08,H-1B,GTM Partner Operations Program Manager,Y,CA,NY,146099.0,146099.0,7
Certified,2021-11-01,2021-11-08,H-1B,Software Engineer 3,Y,CA,CA,153138.74,130894.0,7
Certified,2021-11-01,2021-11-08,H-1B,Software Development Engineer,Y,CA,CA,193500.0,184080.0,7
Certified,2021-11-01,2021-11-08,H-1B,TECHNICAL ANALYST,Y,CA,NY,115000.0,101754.0,7
Certified,2021-11-01,2021-11-08,H-1B,"Backend Software Engineer-Trust & Safety, TikTok-US-Tech-Svc",Y,CA,WA,175500.0,162510.0,7
Certified,2021-11-01,2021-11-08,H-1B,Software Engineer,Y,WA,CA,145330.0,130894.0,7
Certified,2021-11-01,2021-11-08,H-1B,Network Engineer,Y,NJ,WA,116500.0,116230.0,7
Certified,2021-11-01,2021-11-08,H-1B,Systems Analyst - III,Y,CA,FL,96750.0,78770.0,7
Certified,2021-11-01,2021-11-08,H-1B,SAP CONSULTANT,Y,TX,PA,92082.0,92082.0,7
Certified,2021-11-01,2021-11-08,H-1B,Principal Engineer ,Y,MD,MD,131502.88,127254.0,7
Certified,2021-11-01,2021-11-08,H-1B,Software Developer,Y,VA,TN,90000.0,80330.0,7
Certified,2021-11-01,2021-11-08,H-1B,Network and Systems Administrator,Y,CA,CA,72800.0,63107.0,7
Certified,2021-11-01,2021-11-08,H-1B,IT Staff Software Engineer ,Y,CA,CA,178570.0,169673.0,7
Certified,2021-11-01,2021-11-08,H-1B,Product Designer,Y,CA,CA,160774.47,123718.0,7
Certified,2021-11-01,2021-11-08,H-1B,Software Developer,Y,OH,NC,113339.0,107016.0,7
Certified,2021-11-01,2021-11-08,H-1B,Software Engineer,Y,CA,CA,155000.0,144726.0,7
Certified,2021-11-01,2021-11-08,H-1B,Quality Engineering Manager,Y,IL,UT,108000.0,107806.0,7
Certified,2021-11-01,2021-11-08,H-1B,"IT Developer, Principal",Y,OK,OK,133145.51,106766.0,7
Certified,2021-11-01,2021-11-08,H-1B,User Support Specialists - I,Y,CA,MI,70795.0,32656.0,7
Certified,2021-11-01,2021-11-08,H-1B,Senior Scientist,Y,VA,VA,89000.0,56462.0,7
Certified,2021-11-01,2021-11-08,H-1B,"VICE PRESIDENT, SOFTWARE ENGINEER",Y,IL,OH,140000.0,117208.0,7
Certified,2021-11-01,2021-11-08,H-1B1 Chile,Agronomist Executive,Y,CA,CA,120000.0,112694.0,7
Certified,2021-11-01,2021-11-08,H-1B,"SENIOR MANAGER, SEC REPORTING",Y,CA,CA,170000.0,121472.0,7
Certified,2021-11-01,2021-11-08,H-1B,Software Development Engineer,Y,CA,CA,184945.0,184080.0,7
Certified,2021-11-01,2021-11-08,H-1B,Designer,N,MO,CA,32.21,29.53,7
Certified,2021-11-01,2021-11-08,H-1B,Senior Software Applications Engineer,Y,CA,CA,184080.0,184080.0,7
Certified,2021-11-01,2021-11-08,H-1B,Info Security Assoc Specialist,Y,NY,TX,147900.0,80725.0,7
Certified,2021-11-01,2021-11-08,H-1B,Solutions Consultant 1615.48762,Y,CA,CA,173000.0,142438.0,7
Certified,2021-11-01,2021-11-08,H-1B,Tax & Accounting Associate,Y,MD,MD,76500.0,60965.0,7
Certified,2021-11-01,2021-11-08,H-1B,Salesforce Architect/Developer,Y,CA,CA,144726.0,144726.0,7
Certified,2021-11-01,2021-11-08,H-1B,Quality Manager,Y,MI,NH,100000.0,91104.0,7
Certified,2021-11-01,2021-11-08,H-1B,SAP BO Developer,Y,NC,MA,88608.0,88608.0,7
Certified,2021-11-01,2021-11-08,H-1B,Assistant Professor ,Y,VA,VA,120000.0,48090.0,7
Certified,2021-11-01,2021-11-08,H-1B,Tax Manager,Y,CA,CA,120765.0,120765.0,7
Certified,2021-11-01,2021-11-08,H-1B,Sr. IT Auditor,Y,CA,CA,112500.0,99091.0,7
Certified,2021-11-01,2021-11-08,H-1B,Professional Services II,Y,WA,VA,98550.0,98550.0,7
Certified,2021-11-01,2021-11-08,H-1B,Application Developer II,Y,MI,NC,58.0,50.37,7
Certified,2021-11-01,2021-11-08,H-1B,Product Design Engineer,Y,CA,CA,143000.0,125757.0,7
Certified,2021-11-01,2021-11-08,H-1B,System Architect - III,Y,CA,CA,89835.0,89835.0,7
Certified,2021-11-01,2021-11-08,H-1B,ANDROID SOFTWARE ENGINEER,Y,KY,KY,103000.0,80059.0,7
Certified,2021-11-01,2021-11-08,H-1B,NETWORK ENGINEER,Y,IA,IA,100000.0,98134.0,7
Certified,2021-11-01,2021-11-08,H-1B,Software Engineer II,Y,NC,GA,125000.0,105040.0,7
Certified,2021-11-01,2021-11-08,E-3 Australian,Design Engineer,Y,WA,WA,105.0,46.85,7
Certified,2021-11-01,2021-11-08,H-1B,Business System Analyst,Y,VA,PA,100000.0,72363.0,7
Certified,2021-11-01,2021-11-08,H-1B,Associate,Y,NJ,TX,106000.0,98738.0,7
Certified,2021-11-01,2021-11-08,H-1B,Lead Java Developer,Y,NJ,TX,135000.0,128315.0,7
Certified,2021-11-01,2021-11-08,H-1B,FOREIGN LANGUAGE INSTRUCTOR,Y,CA,CA,67863.0,67863.0,7
Certified,2021-11-01,2021-11-08,H-1B,Senior Solution Specialist,Y,PA,FL,125000.0,95888.0,7
Certified,2021-11-01,2021-11-08,H-1B,Senior Strategic Delivery Engineer,Y,CA,CA,157477.0,157477.0,7
Certified,2021-11-01,2021-11-08,H-1B,Associate Director - Software Architect,Y,NY,CA,157935.0,144726.0,7
Certified,2021-11-01,2021-11-08,H-1B,Software Developer,Y,WA,IL,115000.0,107931.0,7
Certified,2021-11-01,2021-11-08,H-1B,Support Engineer,Y,PA,CA,81300.96,74792.0,7
Certified,2021-11-01,2021-11-08,H-1B,Software Engineering Manager,Y,CA,WA,209000.0,206482.0,7
Certified,2021-11-01,2021-11-08,H-1B,Software Development Engineer - Systems,Y,CA,CA,186000.0,184080.0,7
Certified,2021-11-01,2021-11-08,H-1B,Senior Manager JC45,Y,TX,NJ,136427.0,136427.0,7
Certified,2021-11-01,2021-11-08,H-1B,Database Administrator,Y,CA,FL,89200.0,76294.0,7
Certified,2021-11-01,2021-11-08,H-1B,Software Developer,Y,VA,MN,95000.0,92290.0,7
Certified,2021-11-01,2021-11-08,H-1B,"Engineer/ Scientist III, QC",Y,MA,IL,62317.0,62317.0,7
Certified,2021-11-01,2021-11-08,H-1B,Software Engineer,Y,IL,TX,92685.0,92685.0,7
Certified,2021-11-01,2021-11-08,H-1B,Assistant Professor,Y,MI,MI,62000.0,51400.0,7
Certified,2021-11-01,2021-11-08,H-1B,Senior Software Developer,Y,NY,FL,120765.0,120765.0,7
Certified,2021-11-01,2021-11-08,H-1B,Test Analyst - II,Y,CA,NC,69680.0,58510.0,7
Certified,2021-11-01,2021-11-08,H-1B,Senior Data Scientist,Y,NJ,NJ,98259.0,98259.0,7
Certified,2021-11-01,2021-11-08,H-1B,"Lead Analyst, Supply Chain Systems",Y,NC,TX,87090.0,87090.0,7
Certified,2021-11-01,2021-11-08,H-1B,HOSPITALIST,Y,NC,NC,187346.0,187346.0,7
Certified,2021-11-01,2021-11-08,H-1B,SAP Environment Manager,Y,IL,IL,175000.0,90397.0,7
Certified,2021-11-01,2021-11-08,H-1B,Business Intelligence Engineer I,Y,WA,WA,120000.0,58094.0,7
Certified,2021-11-01,2021-11-08,H-1B,BUSINESS INTELLIGENCE DEVELOPER,Y,IL,IL,90397.0,90397.0,7
Certified,2021-11-01,2021-11-08,H-1B,Staff Accountant,Y,CA,CA,82225.0,80683.0,7
Certified,2021-11-01,2021-11-08,H-1B,Data Engineer,Y,CA,IL,130000.0,125445.0,7
Certified,2021-11-01,2021-11-08,H-1B,"Hardware Engineer, Electronics ",Y,CA,CA,172245.0,172245.0,7
Certified,2021-11-01,2021-11-08,H-1B,NIAR Research Engineer,Y,KS,KS,65000.0,29994.0,7
Certified,2021-11-01,2021-11-08,H-1B,Worldwide Reseller Operations Planner,Y,CA,CA,157000.0,115066.0,7
Certified,2021-11-01,2021-11-08,H-1B,Software Engineer,Y,NJ,OH,78520.0,78520.0,7
Certified,2021-11-01,2021-11-08,H-1B,Software Engineer II,Y,CA,CA,130000.0,121763.0,7
Certified,2021-11-01,2021-11-08,H-1B,DAT FUNCTIONAL SAFETY SYSTEMS ENGINEER,Y,MI,MI,102900.0,68515.0,7
Certified,2021-11-01,2021-11-08,H-1B,Senior Systems Analyst,Y,NJ,WI,107451.0,84157.0,7
Certified,2021-11-01,2021-11-08,H-1B,Software Development Engineer,Y,CA,CA,140000.0,136797.0,7
Certified,2021-11-01,2021-11-08,H-1B,Software Development Engineer I,Y,WA,VA,140000.0,77189.0,7
Certified,2021-11-01,2021-11-08,H-1B,"Scientist II, Biologics Analytical Development 586.235",Y,CA,CA,128752.0,128752.0,7
Certified,2021-11-01,2021-11-08,H-1B,Vice President / Publisher III,Y,NC,NY,150000.0,145454.0,7
Certified,2021-11-01,2021-11-08,H-1B,SQL Server Developer,Y,TX,AZ,86640.0,86632.0,7
Certified,2021-11-01,2021-11-08,E-3 Australian,Senior Regional Research Director,Y,CA,NY,97282.0,97282.0,7
Certified,2021-11-01,2021-11-08,H-1B,Business Analysis/Reengineering Practitioner,Y,MI,MI,34.0,31.82,7
Certified,2021-11-01,2021-11-08,H-1B,UI Developer,Y,AZ,MA,99944.0,99944.0,7
Certified,2021-11-01,2021-11-08,H-1B,"Director, Financial Planning & Analysis",Y,NY,CT,133515.0,126090.0,7
Certified,2021-11-01,2021-11-08,H-1B,Data Engineer I,Y,WA,WA,77189.0,77189.0,7
Certified,2021-11-01,2021-11-08,H-1B1 Chile,Teacher,Y,CA,CA,63340.0,63340.0,7
Certified,2021-11-01,2021-11-08,H-1B,Manager,Y,CA,CA,201934.58,193731.0,7
Certified,2021-11-01,2021-11-08,H-1B,Software Quality Assurance Analyst,Y,MI,MI,81000.0,59862.0,7
Certified,2021-11-01,2021-11-08,H-1B,.NET Developer,Y,MA,TN,113318.4,69888.0,7
Certified,2021-11-01,2021-11-08,H-1B,Java API Developer,Y,TX,CT,85571.0,84781.0,7
Certified,2021-11-01,2021-11-08,H-1B,Sr. Solutions Architect,Y,CA,CA,157477.0,157477.0,7
Certified,2021-11-01,2021-11-08,H-1B,SOFTWARE DEVELOPER,Y,NJ,NC,130900.0,84240.0,7
Certified,2021-11-01,2021-11-08,H-1B,Senior Software Developer - Data Integration,Y,TX,TX,92685.0,92685.0,7
Certified,2021-11-01,2021-11-08,H-1B,Software Quality/Test Engineer,Y,VA,PA,95000.0,67995.0,7
Certified,2021-11-01,2021-11-08,H-1B,Stress Engineer,Y,FL,NC,64.0,49.02,7
Certified,2021-11-01,2021-11-08,H-1B,Sr. Photonics Test Software Engineer,Y,CA,CA,175000.0,157477.0,7
Certified,2021-11-01,2021-11-08,H-1B,Senior Software Engineer ,Y,AR,NJ,145000.0,123614.0,7
Certified,2021-11-01,2021-11-08,H-1B,RF/Analog/Mixed Signal Engineer,Y,CA,CA,191652.0,172245.0,7
Certified,2021-11-01,2021-11-08,H-1B,Software Developer,Y,NJ,GA,102000.0,87485.0,7
Certified,2021-11-01,2021-11-08,H-1B,Software Engineer 1615.67817,Y,CA,CA,148000.0,130894.0,7
Certified,2021-11-01,2021-11-08,H-1B,Support Engineer III,Y,WA,NY,79914.0,79914.0,7
Certified,2021-11-01,2021-11-08,H-1B,PROCESS ENGINEER,Y,CA,TX,98000.0,85634.0,7
Certified,2021-11-01,2021-11-08,H-1B,SENIOR QUANTITATIVE AND STATISTICAL ANALYST,Y,GA,GA,109323.0,91333.0,7
Certified,2021-11-01,2021-11-08,H-1B,SOFTWARE (.NET) DEVELOPER,Y,DC,DC,93000.0,77189.0,7
Certified,2021-11-01,2021-11-08,H-1B,Analyst,Y,MD,IL,75982.0,75982.0,7
Certified,2021-11-01,2021-11-08,H-1B,SYSTEMS ANALYST,Y,VA,PA,94723.0,61651.0,7
Certified,2021-11-01,2021-11-08,H-1B,Lead Developer,Y,CO,CO,94016.0,94016.0,7
Certified,2021-11-01,2021-11-08,H-1B,STAFF SCIENTIST,Y,OK,OK,54700.0,53643.0,7
Certified,2021-11-01,2021-11-08,H-1B,Software Engineering MTS,Y,CA,WA,125190.0,119350.0,7
Certified,2021-11-01,2021-11-08,H-1B,Staff Research Scientist I     159.376,Y,CA,CA,87500.0,83325.0,7
Certified,2021-11-01,2021-11-08,H-1B,System Architect,Y,NY,CA,165000.0,151882.0,7
Certified,2021-11-01,2021-11-08,H-1B,Developer,Y,PA,CA,121702.08,121018.0,7
Certified,2021-11-01,2021-11-08,H-1B,Manager JC50,Y,TX,CA,133973.0,133973.0,7
Certified,2021-11-01,2021-11-08,H-1B,Senior Platform Specialist,Y,MA,MA,99944.0,99944.0,7
Certified,2021-11-01,2021-11-08,H-1B,Certifier II,Y,OH,TX,87076.0,72925.0,7
Certified,2021-11-01,2021-11-08,H-1B,Software Application Developer,Y,MI,TN,80350.0,80330.0,7
Certified,2021-11-01,2021-11-08,H-1B,SENIOR ENGINEER,Y,OH,MO,110244.24,102086.0,7
Certified,2021-11-01,2021-11-08,H-1B,Pharmaceutical Operations Analyst,Y,NV,NV,95000.0,88483.0,7
Certified,2021-11-01,2021-11-08,H-1B,"DIR, INV FCST & VIZ MGMT",Y,OR,OR,208000.0,129584.0,7
Certified,2021-11-01,2021-11-08,H-1B,Software Development Engineer II,Y,WA,WA,155000.0,119350.0,7
Certified,2021-11-01,2021-11-08,H-1B,UI Developer,Y,NJ,NJ,125000.0,123614.0,7
Certified,2021-11-01,2021-11-08,H-1B,Process Engineer II,Y,MA,NH,85000.0,79373.0,7
Certified,2021-11-01,2021-11-08,H-1B,Sr. Encompass Administrator,Y,WA,WA,150000.0,128086.0,7
Certified,2021-11-01,2021-11-08,H-1B,Software Developer,Y,VA,PA,81640.0,81640.0,7
Certified,2021-11-01,2021-11-08,H-1B,Lead.,Y,NJ,CA,116043.0,116043.0,7
Certified,2021-11-01,2021-11-08,H-1B,Managing Director / Sr Investment Banker II,Y,NC,NY,400000.0,170331.0,7
Certified,2021-11-01,2021-11-08,H-1B,"Manager, Systems Engineering",Y,NJ,GA,161200.0,90896.0,7
Certified,2021-11-01,2021-11-08,H-1B,Software Development Engineer I,Y,WA,VA,77189.0,77189.0,7
Certified,2021-11-01,2021-11-08,H-1B,Senior Production Biztalk/ESB Engineer,Y,FL,IA,122000.0,110448.0,7
Certified,2021-11-01,2021-11-08,H-1B,Software Development Engineer II,Y,WA,WA,151910.0,119350.0,7
Certified,2021-11-01,2021-11-08,H-1B,Associate,Y,NC,NY,160000.0,89107.0,7
Certified,2021-11-01,2021-11-08,H-1B,Principal QA Engineer,Y,NJ,NJ,123614.0,123614.0,7
Certified,2021-11-01,2021-11-08,H-1B,"Associate Director, Dupilumab Global Market Access & Pricing",Y,MA,MA,119000.0,90605.0,7
Certified,2021-11-01,2021-11-08,E-3 Australian,"Manager, Regulatory Affairs",Y,NJ,CT,122403.0,114192.0,7
Certified,2021-11-01,2021-11-08,E-3 Australian,Associate Director,Y,VA,VA,125000.0,111488.0,7
Certified,2021-11-01,2021-11-08,H-1B,Senior Systems Analyst JC60,Y,TX,PA,68141.0,68141.0,7
Certified,2021-11-01,2021-11-08,H-1B,Informatica Developer,Y,MA,IA,95000.0,84718.0,7
Certified,2021-11-01,2021-11-08,H-1B,Software Developer,Y,VA,MI,95000.0,80163.0,7
Certified,2021-11-01,2021-11-08,H-1B,Senior Machine Learning Engineer ,Y,CA,CA,205000.0,167710.0,7
Certified,2021-11-01,2021-11-08,H-1B,Product Owner,Y,CA,WA,125000.0,78562.0,7
Certified,2021-11-01,2021-11-08,H-1B,Data Scientist III,Y,NJ,AR,78520.0,78520.0,7
Certified,2021-11-01,2021-11-08,H-1B,Data Engineer II,Y,FL,MN,140000.12,121493.0,7
Certified,2021-11-01,2021-11-08,H-1B,Nurse Practitioner,Y,CA,CA,118000.0,117894.0,7
Certified,2021-11-01,2021-11-08,H-1B,Software Engineer,Y,CA,CA,130894.0,130894.0,7
Certified,2021-11-01,2021-11-08,H-1B,"Senior Engineer, Invest Tech",Y,TX,NY,145000.0,123614.0,7
Certified,2021-11-01,2021-11-08,H-1B,Software Developer,Y,TX,GA,87485.0,87485.0,7
Certified,2021-11-01,2021-11-08,E-3 Australian,Social Media Marketing Manager,Y,CA,NY,123469.0,123469.0,7
Certified,2021-11-01,2021-11-08,H-1B,Software Developer,Y,PA,PA,81640.0,81640.0,7
Certified,2021-11-01,2021-11-08,H-1B,VALIDATION & SUPPORT ENGINEER (TEST ENGINEER),Y,TX,TX,111176.0,111176.0,7
Certified,2021-11-01,2021-11-08,H-1B,Associate,Y,NJ,NY,180000.0,101754.0,7
Certified,2021-11-01,2021-11-08,H-1B,Manager JC50,Y,TX,NJ,114483.0,114483.0,7
Certified,2021-11-01,2021-11-08,H-1B,Lead Software Engineer,Y,CT,TX,115000.0,90147.0,7
Certified,2021-11-01,2021-11-08,H-1B,Site Reliability Engineer ,Y,GA,GA,120000.0,87485.0,7
Certified,2021-11-01,2021-11-08,H-1B,Professional Database Administrator,Y,TX,NJ,99000.0,95680.0,7
Certified,2021-11-01,2021-11-08,H-1B,Software Developer,Y,NJ,TX,176000.0,128315.0,7
Certified,2021-11-01,2021-11-08,H-1B,IT Project Managers - III,Y,CA,FL,117000.0,81890.0,7
Certified,2021-11-01,2021-11-08,H-1B,Vice President / Feature Lead - Technology,Y,NC,NJ,151115.0,101754.0,7
Certified,2021-11-01,2021-11-08,H-1B,Senior Consultant ,Y,PA,AL,139000.0,94411.0,7
Certified,2021-11-01,2021-11-08,H-1B,Software Engineer,Y,CA,CA,177000.0,167710.0,7
Certified,2021-11-01,2021-11-08,H-1B,Instructor,Y,TX,TX,63000.0,55099.0,7
Certified,2021-11-01,2021-11-08,H-1B,IT Project Manager - II,Y,CA,PA,83031.0,77418.0,7
Certified,2021-11-01,2021-11-08,H-1B,Software Engineer,Y,TX,TX,115000.0,114234.0,7
Certified,2021-11-01,2021-11-08,H-1B,Senior Software Engineer ,Y,CA,MO,101000.0,100443.0,7
Certified,2021-11-01,2021-11-08,H-1B,Build Release Engineer II,Y,OK,OK,88000.0,60341.0,7
Certified,2021-11-01,2021-11-08,H-1B,SOFTWARE ENGINEER,Y,IL,CA,190000.0,167710.0,7
Certified,2021-11-01,2021-11-08,H-1B, Software Engineer II,Y,MO,CA,96907.0,96907.0,7
Certified,2021-11-01,2021-11-08,H-1B,Sr. Python Developer,Y,FL,TX,93000.0,92685.0,7
Certified,2021-11-01,2021-11-08,H-1B,SR. SOFTWARE DEVELOPER,Y,MO,AR,64376.0,64376.0,7
Certified,2021-11-01,2021-11-08,H-1B,Associate,Y,NJ,TX,140000.0,72322.0,7
Certified,2021-11-01,2021-11-08,H-1B,Product Design Engineer,Y,CA,CA,188100.0,146744.0,7
Certified,2021-11-01,2021-11-08,H-1B,DATA ANALYTICS,Y,MN,MN,93000.0,75795.0,7
Certified,2021-11-01,2021-11-08,H-1B,Product Mgr II - Technical,Y,WA,CA,150592.0,150592.0,7
Certified,2021-11-01,2021-11-08,H-1B,Software Engineer,Y,WA,CA,152630.0,130894.0,7
Certified,2021-11-01,2021-11-08,H-1B,Technical Project Manager,Y,NY,NY,118893.0,118893.0,7
Certified,2021-11-01,2021-11-08,H-1B,QA Analyst,Y,NJ,NY,60000.0,51230.0,7
Certified,2021-11-01,2021-11-08,H-1B,Network Engineer ,Y,TX,TX,96034.0,96034.0,7
Certified,2021-11-01,2021-11-08,H-1B,"Application Engineer, Sr.",Y,OR,OR,129892.63,129892.63,7
Certified,2021-11-01,2021-11-08,H-1B,Research Specialist B,Y,PA,PA,45921.85,33592.0,7
Certified,2021-11-01,2021-11-08,H-1B,Applied Scientist II,Y,WA,MA,101587.0,101587.0,7
Certified,2021-11-01,2021-11-08,H-1B,Software Engineer 3,Y,CA,CA,141893.38,130894.0,7
Certified,2021-11-01,2021-11-08,H-1B,Software Engineer III,Y,AR,AR,94701.62,92643.0,7
Certified,2021-11-01,2021-11-08,H-1B,"Application Developer, Senior",Y,CA,CA,135826.42,123688.0,7
Certified,2021-11-01,2021-11-08,H-1B,Hardware Development Engineer II,Y,WA,WA,142000.0,140733.0,7
Certified,2021-11-01,2021-11-08,H-1B,Software Development Engineer II,Y,WA,WA,155000.0,119350.0,7
Certified,2021-11-01,2021-11-08,H-1B,Software Engineer 1615.58278,Y,CA,WA,146000.0,140920.0,7
Certified,2021-11-01,2021-11-08,H-1B,Architect,Y,MD,CA,125000.0,70075.0,7
Certified,2021-11-01,2021-11-08,H-1B,Lead Data Systems Engineer,Y,NC,NC,115000.0,111550.0,7
Certified,2021-11-01,2021-11-08,E-3 Australian,Designer 1 - KBGFJG168309-1,Y,NY,NY,80000.0,70262.0,7
Certified,2021-11-01,2021-11-08,H-1B,"Solution Expert, Product Strategy",Y,PA,PA,136743.12,85613.0,7
Certified,2021-11-01,2021-11-08,H-1B,SENIOR SOFTWARE DEVELOPER,Y,FL,OH,41.14,41.14,7
Certified,2021-11-01,2021-11-08,H-1B,Software Engineer,Y,WA,WA,140000.0,119350.0,7
Certified,2021-11-01,2021-11-08,H-1B,Systems Engineer,Y,NC,OH,86500.0,86382.0,7
Certified,2021-11-01,2021-11-08,H-1B,Technical Architect,Y,NC,NJ,114483.0,114483.0,7
Certified,2021-11-01,2021-11-08,H-1B,Senior Software Engineer,Y,AR,CA,173000.0,157477.0,7
Certified,2021-11-01,2021-11-08,H-1B,ETL Developer,Y,NY,MD,131000.0,98550.0,7
Certified,2021-11-01,2021-11-08,H-1B,VICE PRESIDENT SOFTWARE ENGINEER,Y,IL,FL,150000.0,120765.0,7
Certified,2021-11-01,2021-11-08,H-1B,"Manager III, Research Science",Y,WA,CA,99195.0,99195.0,7
Certified,2021-11-01,2021-11-08,H-1B,Engineer,Y,IL,CA,71739.0,71739.0,7
Certified,2021-11-01,2021-11-08,H-1B,"Manager III, Quality",Y,WA,CA,168300.0,157477.0,7
Certified,2021-11-01,2021-11-08,H-1B,"SOFTWARE DEVELOPER, SYSTEMS SOFTWARE",Y,NJ,IL,90397.0,90397.0,7
Certified,2021-11-01,2021-11-08,H-1B,Tech Business Developer III,Y,WA,CA,183000.0,174678.0,7
Certified,2021-11-01,2021-11-08,H-1B,Associate Faculty Associate,Y,WI,WI,71528.0,54240.0,7
Certified,2021-11-01,2021-11-08,H-1B,Software Engineer,Y,NY,IL,115000.0,86965.0,7
Certified,2021-11-01,2021-11-08,H-1B,Visiting Resident,Y,MN,MN,65584.0,62307.0,7
Certified,2021-11-01,2021-11-08,H-1B,ERP System Functional Director,Y,MI,MI,130458.0,114026.0,7
Certified,2021-11-01,2021-11-08,H-1B,VISITING ASSISTANT PROFESSOR,Y,CA,CA,281000.0,97707.0,7
Certified,2021-11-01,2021-11-08,H-1B,Research Engineer,Y,MI,CO,99507.0,99507.0,7
Certified,2021-11-01,2021-11-08,H-1B,Direct Care Professional,Y,NY,NY,15.0,13.46,7
Certified,2021-11-01,2021-11-08,H-1B,Technology Team Lead,Y,MO,TX,120828.68,111176.0,7
Certified,2021-11-01,2021-11-08,H-1B,Interventional Cardiologist,Y,TN,TN,480000.0,208000.0,7
Certified,2021-11-01,2021-11-08,H-1B,Designer,Y,MD,IL,99965.0,99965.0,7
Certified,2021-11-01,2021-11-08,H-1B,Hardware Development Engineer,Y,CA,CA,154516.0,148221.0,7
Certified,2021-11-01,2021-11-08,H-1B,Research Engineer (Member of Technical Staff),Y,CA,CA,245000.0,130146.0,7
Certified,2021-11-01,2021-11-08,H-1B,SAP Technical Consultant,Y,TX,TX,120000.0,111176.0,7
Certified,2021-11-01,2021-11-08,H-1B,Direct Care Professional,Y,NY,NY,15.0,13.46,7
Certified,2021-11-01,2021-11-08,H-1B,Systems Architect II,Y,NY,KS,98100.0,44741.0,7
Certified,2021-11-01,2021-11-08,H-1B,Systems Operations Sr Engineer (017040.001386),Y,AZ,NC,123677.0,123677.0,7
Certified,2021-11-01,2021-11-08,H-1B,BI Analyst,Y,MI,CA,75.0,68.48,7
Certified,2021-11-01,2021-11-08,H-1B,Sr. Enterprise Engineer,Y,CA,CA,133974.0,133974.0,7
Certified,2021-11-01,2021-11-08,H-1B,Application Developer,Y,NJ,VA,62.0,49.89,7
Certified,2021-11-01,2021-11-08,H-1B,Web Software Engineer,Y,TX,TX,49000.0,46322.0,7
Certified,2021-11-01,2021-11-08,H-1B1 Singapore,Global Strategic Director of Account Management,Y,NJ,NJ,150000.0,124051.0,7
Certified,2021-11-01,2021-11-08,H-1B,Computer Systems Analyst,Y,MO,MO,110000.0,84094.0,7
Certified,2021-11-01,2021-11-08,H-1B,ML Engineer II,Y,CA,NY,167000.0,101754.0,7
Certified,2021-11-01,2021-11-08,H-1B,Software Engineer,Y,CA,WA,169000.0,140920.0,7
Certified,2021-11-01,2021-11-08,H-1B,Solutions Architect,Y,NJ,NE,73438.0,65291.0,7
Certified,2021-11-01,2021-11-08,H-1B,Senior Vice President / Global Financial Crimes Manager,Y,NC,NC,143620.0,123677.0,7
Certified,2021-11-01,2021-11-08,H-1B,"Senior Technical Consultant, Risk",Y,CA,MO,116792.0,116792.0,7
Certified,2021-11-01,2021-11-08,H-1B,SOFTWARE DEVELOPER (.NET),Y,NJ,TX,95000.0,92685.0,7
Certified,2021-11-01,2021-11-08,H-1B,DATA ARCHITECT,Y,GA,IL,80829.0,80829.0,7
